#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]    sigma_tot [au^2]
   5.470000000000E-1    9.971076081373E0    2.830850704563E1    3.827958312700E1
   5.475000000000E-1    9.932309280103E0    2.825401270357E1    3.818632198367E1
   5.480000000000E-1    9.893710128016E0    2.819959303774E1    3.809330316575E1
   5.485000000000E-1    9.855285597033E0    2.814524812091E1    3.800053371794E1
   5.490000000000E-1    9.817042338358E0    2.809097802521E1    3.790802036356E1
   5.495000000000E-1    9.778986689509E0    2.803678282159E1    3.781576951110E1
   5.500000000000E-1    9.741124682716E0    2.798266258034E1    3.772378726305E1
   5.505000000000E-1    9.703462051926E0    2.792861737067E1    3.763207942259E1
   5.510000000000E-1    9.666004240783E0    2.787464726105E1    3.754065150183E1
   5.515000000000E-1    9.628756410299E0    2.782075231908E1    3.744950872938E1
   5.520000000000E-1    9.591723446040E0    2.776693261127E1    3.735865605731E1
   5.525000000000E-1    9.554909966318E0    2.771318820361E1    3.726809816992E1
   5.530000000000E-1    9.518320328888E0    2.765951916083E1    3.717783948972E1
   5.535000000000E-1    9.481958638990E0    2.760592554716E1    3.708788418615E1
   5.540000000000E-1    9.445828756608E0    2.755240742572E1    3.699823618233E1
   5.545000000000E-1    9.409934303334E0    2.749896485891E1    3.690889916224E1
   5.550000000000E-1    9.374278669978E0    2.744559790822E1    3.681987657820E1
   5.555000000000E-1    9.338865023582E0    2.739230663431E1    3.673117165789E1
   5.560000000000E-1    9.303696314193E0    2.733909109687E1    3.664278741106E1
   5.565000000000E-1    9.268775281954E0    2.728595135498E1    3.655472663694E1
   5.570000000000E-1    9.234104463842E0    2.723288746677E1    3.646699193061E1
   5.575000000000E-1    9.199686200195E0    2.717989948944E1    3.637958568963E1
   5.580000000000E-1    9.165522641458E0    2.712698747960E1    3.629251012106E1
   5.585000000000E-1    9.131615754403E0    2.707415149267E1    3.620576724708E1
   5.590000000000E-1    9.097967328415E0    2.702139158373E1    3.611935891215E1
   5.595000000000E-1    9.064578981992E0    2.696870780644E1    3.603328678844E1
   5.600000000000E-1    9.031452168370E0    2.691610021423E1    3.594755238260E1
   5.605000000000E-1    8.998588181510E0    2.686356885945E1    3.586215704097E1
   5.610000000000E-1    8.965988162077E0    2.681111379346E1    3.577710195554E1
   5.615000000000E-1    8.933653103120E0    2.675873506730E1    3.569238817042E1
   5.620000000000E-1    8.901583855099E0    2.670643273061E1    3.560801658571E1
   5.625000000000E-1    8.869781131823E0    2.665420683280E1    3.552398796463E1
   5.630000000000E-1    8.838245515431E0    2.660205742197E1    3.544030293740E1
   5.635000000000E-1    8.806977461568E0    2.654998454591E1    3.535696200748E1
   5.640000000000E-1    8.775977304330E0    2.649798825121E1    3.527396555554E1
   5.645000000000E-1    8.745245261233E0    2.644606858400E1    3.519131384523E1
   5.650000000000E-1    8.714781437727E0    2.639422558957E1    3.510900702729E1
   5.655000000000E-1    8.684585832016E0    2.634245931196E1    3.502704514398E1
   5.660000000000E-1    8.654658339371E0    2.629076979528E1    3.494542813466E1
   5.665000000000E-1    8.624998756622E0    2.623915708206E1    3.486415583868E1
   5.670000000000E-1    8.595606786151E0    2.618762121467E1    3.478322800082E1
   5.675000000000E-1    8.566482040307E0    2.613616223433E1    3.470264427463E1
   5.680000000000E-1    8.537624045140E0    2.608478018165E1    3.462240422679E1
   5.685000000000E-1    8.509032244266E0    2.603347509653E1    3.454250734079E1
   5.690000000000E-1    8.480706002674E0    2.598224701806E1    3.446295302073E1
   5.695000000000E-1    8.452644610509E0    2.593109598450E1    3.438374059501E1
   5.700000000000E-1    8.424847286194E0    2.588002203349E1    3.430486931969E1
   5.705000000000E-1    8.397313180182E0    2.582902520185E1    3.422633838203E1
   5.710000000000E-1    8.370041378166E0    2.577810552567E1    3.414814690383E1
   5.715000000000E-1    8.343030904091E0    2.572726304033E1    3.407029394442E1
   5.720000000000E-1    8.316280723491E0    2.567649778049E1    3.399277850398E1
   5.725000000000E-1    8.289789746300E0    2.562580978010E1    3.391559952640E1
   5.730000000000E-1    8.263556829880E0    2.557519907216E1    3.383875590204E1
   5.735000000000E-1    8.237580781599E0    2.552466568938E1    3.376224647098E1
   5.740000000000E-1    8.211860361564E0    2.547420966327E1    3.368607002484E1
   5.745000000000E-1    8.186394285489E0    2.542383102500E1    3.361022531049E1
   5.750000000000E-1    8.161181226945E0    2.537352980478E1    3.353471103172E1
   5.755000000000E-1    8.136219819724E0    2.532330603218E1    3.345952585190E1
   5.760000000000E-1    8.111508660376E0    2.527315973628E1    3.338466839665E1
   5.765000000000E-1    8.087046310263E0    2.522309094501E1    3.331013725528E1
   5.770000000000E-1    8.062831297965E0    2.517309968606E1    3.323593098402E1
   5.775000000000E-1    8.038862121072E0    2.512318598613E1    3.316204810720E1
   5.780000000000E-1    8.015137248351E0    2.507334987125E1    3.308848711961E1
   5.785000000000E-1    7.991655121775E0    2.502359136695E1    3.301524648873E1
   5.790000000000E-1    7.968414158406E0    2.497391049783E1    3.294232465624E1
   5.795000000000E-1    7.945412751703E0    2.492430728798E1    3.286972003969E1
   5.800000000000E-1    7.922649273884E0    2.487478176078E1    3.279743103466E1
   5.805000000000E-1    7.900122077293E0    2.482533393876E1    3.272545601606E1
   5.810000000000E-1    7.877829495901E0    2.477596384406E1    3.265379333997E1
   5.815000000000E-1    7.855769846980E0    2.472667149803E1    3.258244134501E1
   5.820000000000E-1    7.833941432529E0    2.467745692112E1    3.251139835365E1
   5.825000000000E-1    7.812342540736E0    2.462832013343E1    3.244066267417E1
   5.830000000000E-1    7.790971447180E0    2.457926115445E1    3.237023260163E1
   5.835000000000E-1    7.769826416396E0    2.453028000257E1    3.230010641897E1
   5.840000000000E-1    7.748905702769E0    2.448137669592E1    3.223028239869E1
   5.845000000000E-1    7.728207551986E0    2.443255125202E1    3.216075880401E1
   5.850000000000E-1    7.707730202067E0    2.438380368727E1    3.209153388934E1
   5.855000000000E-1    7.687471884572E0    2.433513401786E1    3.202260590243E1
   5.860000000000E-1    7.667430825549E0    2.428654225929E1    3.195397308484E1
   5.865000000000E-1    7.647605246511E0    2.423802842629E1    3.188563367281E1
   5.870000000000E-1    7.627993365443E0    2.418959253286E1    3.181758589830E1
   5.875000000000E-1    7.608593397633E0    2.414123459273E1    3.174982799036E1
   5.880000000000E-1    7.589403556747E0    2.409295461866E1    3.168235817540E1
   5.885000000000E-1    7.570422055501E0    2.404475262282E1    3.161517467832E1
   5.890000000000E-1    7.551647106459E0    2.399662861687E1    3.154827572333E1
   5.895000000000E-1    7.533076922887E0    2.394858261184E1    3.148165953473E1
   5.900000000000E-1    7.514709719348E0    2.390061461813E1    3.141532433748E1
   5.905000000000E-1    7.496543712497E0    2.385272464543E1    3.134926835793E1
   5.910000000000E-1    7.478577121713E0    2.380491270290E1    3.128348982461E1
   5.915000000000E-1    7.460808169765E0    2.375717879900E1    3.121798696877E1
   5.920000000000E-1    7.443235083251E0    2.370952294195E1    3.115275802520E1
   5.925000000000E-1    7.425856093257E0    2.366194513861E1    3.108780123186E1
   5.930000000000E-1    7.408669436031E0    2.361444539593E1    3.102311483196E1
   5.935000000000E-1    7.391673353264E0    2.356702372008E1    3.095869707334E1
   5.940000000000E-1    7.374866092719E0    2.351968011661E1    3.089454620933E1
   5.945000000000E-1    7.358245908657E0    2.347241459016E1    3.083066049882E1
   5.950000000000E-1    7.341811062157E0    2.342522714533E1    3.076703820749E1
   5.955000000000E-1    7.325559821835E0    2.337811778575E1    3.070367760758E1
   5.960000000000E-1    7.309490463672E0    2.333108651473E1    3.064057697840E1
   5.965000000000E-1    7.293601272158E0    2.328413333467E1    3.057773460683E1
   5.970000000000E-1    7.277890539862E0    2.323725824764E1    3.051514878751E1
   5.975000000000E-1    7.262356568280E0    2.319046125510E1    3.045281782338E1
   5.980000000000E-1    7.246997667852E0    2.314374235782E1    3.039074002567E1
   5.985000000000E-1    7.231812158478E0    2.309710155614E1    3.032891371462E1
   5.990000000000E-1    7.216798369504E0    2.305053884978E1    3.026733721929E1
   5.995000000000E-1    7.201954640282E0    2.300405423792E1    3.020600887821E1
   6.000000000000E-1    7.187279320128E0    2.295764771907E1    3.014492703920E1
   6.005000000000E-1    7.172770768699E0    2.291131929110E1    3.008409005980E1
   6.010000000000E-1    7.158427356332E0    2.286506895189E1    3.002349630822E1
   6.015000000000E-1    7.144247463778E0    2.281889669794E1    2.996314416172E1
   6.020000000000E-1    7.130229482828E0    2.277280252589E1    2.990303200872E1
   6.025000000000E-1    7.116371816379E0    2.272678643145E1    2.984315824783E1
   6.030000000000E-1    7.102672878384E0    2.268084840989E1    2.978352128827E1
   6.035000000000E-1    7.089131094113E0    2.263498845601E1    2.972411955013E1
   6.040000000000E-1    7.075744900341E0    2.258920656377E1    2.966495146411E1
   6.045000000000E-1    7.062512745414E0    2.254350272704E1    2.960601547246E1
   6.050000000000E-1    7.049433089269E0    2.249787693884E1    2.954731002811E1
   6.055000000000E-1    7.036504403729E0    2.245232919186E1    2.948883359559E1
   6.060000000000E-1    7.023725172348E0    2.240685947804E1    2.943058465038E1
   6.065000000000E-1    7.011093890609E0    2.236146778900E1    2.937256167961E1
   6.070000000000E-1    6.998609065917E0    2.231615411558E1    2.931476318150E1
   6.075000000000E-1    6.986269217943E0    2.227091844841E1    2.925718766635E1
   6.080000000000E-1    6.974072878117E0    2.222576077740E1    2.919983365552E1
   6.085000000000E-1    6.962018590263E0    2.218068109208E1    2.914269968234E1
   6.090000000000E-1    6.950104910163E0    2.213567938130E1    2.908578429146E1
   6.095000000000E-1    6.938330405885E0    2.209075563338E1    2.902908603926E1
   6.100000000000E-1    6.926693657597E0    2.204590983649E1    2.897260349409E1
   6.105000000000E-1    6.915193257839E0    2.200114197775E1    2.891633523559E1
   6.110000000000E-1    6.903827811200E0    2.195645204428E1    2.886027985548E1
   6.115000000000E-1    6.892595934531E0    2.191184002241E1    2.880443595694E1
   6.120000000000E-1    6.881496256937E0    2.186730589809E1    2.874880215503E1
   6.125000000000E-1    6.870527419685E0    2.182284965661E1    2.869337707629E1
   6.130000000000E-1    6.859688076148E0    2.177847128297E1    2.863815935912E1
   6.135000000000E-1    6.848976892055E0    2.173417076170E1    2.858314765376E1
   6.140000000000E-1    6.838392545113E0    2.168994807656E1    2.852834062167E1
   6.145000000000E-1    6.827933725068E0    2.164580321117E1    2.847373693624E1
   6.150000000000E-1    6.817599133891E0    2.160173614839E1    2.841933528228E1
   6.155000000000E-1    6.807387485517E0    2.155774687067E1    2.836513435619E1
   6.160000000000E-1    6.797297505877E0    2.151383536025E1    2.831113286613E1
   6.165000000000E-1    6.787327932805E0    2.147000159846E1    2.825732953126E1
   6.170000000000E-1    6.777477516150E0    2.142624556637E1    2.820372308252E1
   6.175000000000E-1    6.767745017455E0    2.138256724490E1    2.815031226235E1
   6.180000000000E-1    6.758129210107E0    2.133896661377E1    2.809709582388E1
   6.185000000000E-1    6.748628879347E0    2.129544365300E1    2.804407253235E1
   6.190000000000E-1    6.739242821914E0    2.125199834147E1    2.799124116339E1
   6.195000000000E-1    6.729969846231E0    2.120863065809E1    2.793860050432E1
   6.200000000000E-1    6.720808772306E0    2.116534058127E1    2.788614935357E1
   6.205000000000E-1    6.711758431569E0    2.112212808864E1    2.783388652021E1
   6.210000000000E-1    6.702817666808E0    2.107899315770E1    2.778181082451E1
   6.215000000000E-1    6.693985332331E0    2.103593576539E1    2.772992109772E1
   6.220000000000E-1    6.685260293567E0    2.099295588812E1    2.767821618169E1
   6.225000000000E-1    6.676641427209E0    2.095005350197E1    2.762669492918E1
   6.230000000000E-1    6.668127621030E0    2.090722858253E1    2.757535620356E1
   6.235000000000E-1    6.659717773830E0    2.086448110503E1    2.752419887886E1
   6.240000000000E-1    6.651410795466E0    2.082181104411E1    2.747322183958E1
   6.245000000000E-1    6.643205606626E0    2.077921837413E1    2.742242398075E1
   6.250000000000E-1    6.635101138776E0    2.073670306877E1    2.737180420754E1
   6.255000000000E-1    6.627096334127E0    2.069426510171E1    2.732136143584E1
   6.260000000000E-1    6.619190145548E0    2.065190444575E1    2.727109459129E1
   6.265000000000E-1    6.611381536475E0    2.060962107353E1    2.722100261000E1
   6.270000000000E-1    6.603669480740E0    2.056741495717E1    2.717108443791E1
   6.275000000000E-1    6.596052962732E0    2.052528606839E1    2.712133903112E1
   6.280000000000E-1    6.588530976978E0    2.048323437850E1    2.707176535548E1
   6.285000000000E-1    6.581102528305E0    2.044125985853E1    2.702236238684E1
   6.290000000000E-1    6.573766631661E0    2.039936247877E1    2.697312911043E1
   6.295000000000E-1    6.566522312042E0    2.035754220932E1    2.692406452136E1
   6.300000000000E-1    6.559368604466E0    2.031579901980E1    2.687516762426E1
   6.305000000000E-1    6.552304553732E0    2.027413287958E1    2.682643743332E1
   6.310000000000E-1    6.545329214469E0    2.023254375741E1    2.677787297188E1
   6.315000000000E-1    6.538441650990E0    2.019103162178E1    2.672947327277E1
   6.320000000000E-1    6.531640937266E0    2.014959644064E1    2.668123737791E1
   6.325000000000E-1    6.524926156711E0    2.010823818169E1    2.663316433840E1
   6.330000000000E-1    6.518296402284E0    2.006695681222E1    2.658525321450E1
   6.335000000000E-1    6.511750776178E0    2.002575229894E1    2.653750307511E1
   6.340000000000E-1    6.505288389981E0    1.998462460843E1    2.648991299841E1
   6.345000000000E-1    6.498908364388E0    1.994357370674E1    2.644248207113E1
   6.350000000000E-1    6.492609829093E0    1.990259955957E1    2.639520938866E1
   6.355000000000E-1    6.486391922971E0    1.986170213213E1    2.634809405510E1
   6.360000000000E-1    6.480253793719E0    1.982088138940E1    2.630113518312E1
   6.365000000000E-1    6.474194597807E0    1.978013729595E1    2.625433189375E1
   6.370000000000E-1    6.468213500547E0    1.973946981589E1    2.620768331644E1
   6.375000000000E-1    6.462309675863E0    1.969887891294E1    2.616118858881E1
   6.380000000000E-1    6.456482306213E0    1.965836455072E1    2.611484685693E1
   6.385000000000E-1    6.450730582638E0    1.961792669203E1    2.606865727467E1
   6.390000000000E-1    6.445053704464E0    1.957756529957E1    2.602261900403E1
   6.395000000000E-1    6.439450879448E0    1.953728033580E1    2.597673121525E1
   6.400000000000E-1    6.433921323476E0    1.949707176257E1    2.593099308605E1
   6.405000000000E-1    6.428464260640E0    1.945693954141E1    2.588540380205E1
   6.410000000000E-1    6.423078923096E0    1.941688363355E1    2.583996255665E1
   6.415000000000E-1    6.417764550988E0    1.937690399986E1    2.579466855085E1
   6.420000000000E-1    6.412520392300E0    1.933700060092E1    2.574952099322E1
   6.425000000000E-1    6.407345702899E0    1.929717339680E1    2.570451909970E1
   6.430000000000E-1    6.402239746364E0    1.925742234722E1    2.565966209359E1
   6.435000000000E-1    6.397201793903E0    1.921774741172E1    2.561494920562E1
   6.440000000000E-1    6.392231124357E0    1.917814854935E1    2.557037967371E1
   6.445000000000E-1    6.387327024034E0    1.913862571892E1    2.552595274296E1
   6.450000000000E-1    6.382488786688E0    1.909917887875E1    2.548166766543E1
   6.455000000000E-1    6.377715713343E0    1.905980798705E1    2.543752370040E1
   6.460000000000E-1    6.373007112385E0    1.902051300134E1    2.539352011372E1
   6.465000000000E-1    6.368362299294E0    1.898129387917E1    2.534965617846E1
   6.470000000000E-1    6.363780596713E0    1.894215057747E1    2.530593117418E1
   6.475000000000E-1    6.359261334276E0    1.890308305308E1    2.526234438736E1
   6.480000000000E-1    6.354803848630E0    1.886409126233E1    2.521889511095E1
   6.485000000000E-1    6.350407483242E0    1.882517516126E1    2.517558264451E1
   6.490000000000E-1    6.346071588391E0    1.878633470570E1    2.513240629409E1
   6.495000000000E-1    6.341795521187E0    1.874756985087E1    2.508936537206E1
   6.500000000000E-1    6.337578645302E0    1.870888055202E1    2.504645919732E1
   6.505000000000E-1    6.333420331024E0    1.867026676388E1    2.500368709491E1
   6.510000000000E-1    6.329319955120E0    1.863172844091E1    2.496104839603E1
   6.515000000000E-1    6.325276900914E0    1.859326553724E1    2.491854243815E1
   6.520000000000E-1    6.321290558055E0    1.855487800651E1    2.487616856457E1
   6.525000000000E-1    6.317360322404E0    1.851656580248E1    2.483392612489E1
   6.530000000000E-1    6.313485596203E0    1.847832887825E1    2.479181447445E1
   6.535000000000E-1    6.309665787775E0    1.844016718663E1    2.474983297441E1
   6.540000000000E-1    6.305900311604E0    1.840208068023E1    2.470798099183E1
   6.545000000000E-1    6.302188588173E0    1.836406931141E1    2.466625789958E1
   6.550000000000E-1    6.298530043880E0    1.832613303198E1    2.462466307586E1
   6.555000000000E-1    6.294924111161E0    1.828827179367E1    2.458319590483E1
   6.560000000000E-1    6.291370228246E0    1.825048554795E1    2.454185577620E1
   6.565000000000E-1    6.287867839045E0    1.821277424579E1    2.450064208483E1
   6.570000000000E-1    6.284416393284E0    1.817513783791E1    2.445955423119E1
   6.575000000000E-1    6.281015346299E0    1.813757627484E1    2.441859162114E1
   6.580000000000E-1    6.277664159016E0    1.810008950684E1    2.437775366585E1
   6.585000000000E-1    6.274362297893E0    1.806267748374E1    2.433703978164E1
   6.590000000000E-1    6.271109234803E0    1.802534015518E1    2.429644938998E1
   6.595000000000E-1    6.267904447098E0    1.798807747051E1    2.425598191761E1
   6.600000000000E-1    6.264747417401E0    1.795088937869E1    2.421563679609E1
   6.605000000000E-1    6.261637633708E0    1.791377582858E1    2.417541346229E1
   6.610000000000E-1    6.258574589126E0    1.787673676854E1    2.413531135767E1
   6.615000000000E-1    6.255557782074E0    1.783977214695E1    2.409532992903E1
   6.620000000000E-1    6.252586715870E0    1.780288191171E1    2.405546862758E1
   6.625000000000E-1    6.249660899109E0    1.776606601025E1    2.401572690936E1
   6.630000000000E-1    6.246779845254E0    1.772932439028E1    2.397610423554E1
   6.635000000000E-1    6.243943072743E0    1.769265699856E1    2.393660007130E1
   6.640000000000E-1    6.241150104897E0    1.765606378226E1    2.389721388716E1
   6.645000000000E-1    6.238400469871E0    1.761954468780E1    2.385794515767E1
   6.650000000000E-1    6.235693700568E0    1.758309966144E1    2.381879336201E1
   6.655000000000E-1    6.233029334666E0    1.754672864936E1    2.377975798402E1
   6.660000000000E-1    6.230406914514E0    1.751043159730E1    2.374083851182E1
   6.665000000000E-1    6.227825987008E0    1.747420845072E1    2.370203443773E1
   6.670000000000E-1    6.225286103750E0    1.743805915495E1    2.366334525870E1
   6.675000000000E-1    6.222786820726E0    1.740198365511E1    2.362477047584E1
   6.680000000000E-1    6.220327698481E0    1.736598189572E1    2.358630959420E1
   6.685000000000E-1    6.217908301905E0    1.733005382155E1    2.354796212345E1
   6.690000000000E-1    6.215528200334E0    1.729419937661E1    2.350972757694E1
   6.695000000000E-1    6.213186967388E0    1.725841850505E1    2.347160547244E1
   6.700000000000E-1    6.210884180900E0    1.722271115059E1    2.343359533149E1
   6.705000000000E-1    6.208619423066E0    1.718707725688E1    2.339569667995E1
   6.710000000000E-1    6.206392280132E0    1.715151676701E1    2.335790904715E1
   6.715000000000E-1    6.204202342604E0    1.711602962406E1    2.332023196666E1
   6.720000000000E-1    6.202049204944E0    1.708061577097E1    2.328266497591E1
   6.725000000000E-1    6.199932465776E0    1.704527515009E1    2.324520761586E1
   6.730000000000E-1    6.197851727583E0    1.701000770389E1    2.320785943148E1
   6.735000000000E-1    6.195806596945E0    1.697481337435E1    2.317061997130E1
   6.740000000000E-1    6.193796684292E0    1.693969210340E1    2.313348878769E1
   6.745000000000E-1    6.191821603904E0    1.690464383259E1    2.309646543649E1
   6.750000000000E-1    6.189880973874E0    1.686966850341E1    2.305954947729E1
   6.755000000000E-1    6.187974416126E0    1.683476605696E1    2.302274047309E1
   6.760000000000E-1    6.186101556306E0    1.679993643425E1    2.298603799056E1
   6.765000000000E-1    6.184262023737E0    1.676517957583E1    2.294944159957E1
   6.770000000000E-1    6.182455451422E0    1.673049542235E1    2.291295087377E1
   6.775000000000E-1    6.180681475956E0    1.669588391402E1    2.287656538998E1
   6.780000000000E-1    6.178939737588E0    1.666134499089E1    2.284028472848E1
   6.785000000000E-1    6.177229880015E0    1.662687859284E1    2.280410847286E1
   6.790000000000E-1    6.175551550440E0    1.659248465942E1    2.276803620986E1
   6.795000000000E-1    6.173904399615E0    1.655816313001E1    2.273206752963E1
   6.800000000000E-1    6.172288081632E0    1.652391394405E1    2.269620202569E1
   6.805000000000E-1    6.170702254030E0    1.648973704025E1    2.266043929427E1
   6.810000000000E-1    6.169146577588E0    1.645563235744E1    2.262477893502E1
   6.815000000000E-1    6.167620716536E0    1.642159983425E1    2.258922055078E1
   6.820000000000E-1    6.166124338300E0    1.638763940900E1    2.255376374730E1
   6.825000000000E-1    6.164657113545E0    1.635375101988E1    2.251840813343E1
   6.830000000000E-1    6.163218716193E0    1.631993460482E1    2.248315332101E1
   6.835000000000E-1    6.161808823328E0    1.628619010160E1    2.244799892493E1
   6.840000000000E-1    6.160427115076E0    1.625251744782E1    2.241294456289E1
   6.845000000000E-1    6.159073274762E0    1.621891658063E1    2.237798985539E1
   6.850000000000E-1    6.157746988790E0    1.618538743742E1    2.234313442621E1
   6.855000000000E-1    6.156447946566E0    1.615192995505E1    2.230837790162E1
   6.860000000000E-1    6.155175840449E0    1.611854407036E1    2.227371991081E1
   6.865000000000E-1    6.153930365859E0    1.608522971984E1    2.223916008570E1
   6.870000000000E-1    6.152711221069E0    1.605198683992E1    2.220469806099E1
   6.875000000000E-1    6.151518107324E0    1.601881536690E1    2.217033347422E1
   6.880000000000E-1    6.150350728688E0    1.598571523667E1    2.213606596536E1
   6.885000000000E-1    6.149208792148E0    1.595268638509E1    2.210189517723E1
   6.890000000000E-1    6.148092007447E0    1.591972874787E1    2.206782075532E1
   6.895000000000E-1    6.147000087098E0    1.588684226044E1    2.203384234754E1
   6.900000000000E-1    6.145932746405E0    1.585402685810E1    2.199995960450E1
   6.905000000000E-1    6.144889703358E0    1.582128247602E1    2.196617217938E1
   6.910000000000E-1    6.143870678699E0    1.578860904897E1    2.193247972767E1
   6.915000000000E-1    6.142875395791E0    1.575600651182E1    2.189888190761E1
   6.920000000000E-1    6.141903580623E0    1.572347479923E1    2.186537837986E1
   6.925000000000E-1    6.140954961842E0    1.569101384556E1    2.183196880740E1
   6.930000000000E-1    6.140029270605E0    1.565862358490E1    2.179865285551E1
   6.935000000000E-1    6.139126240714E0    1.562630395154E1    2.176543019226E1
   6.940000000000E-1    6.138245608431E0    1.559405487934E1    2.173230048777E1
   6.945000000000E-1    6.137387112570E0    1.556187630192E1    2.169926341449E1
   6.950000000000E-1    6.136550494332E0    1.552976815292E1    2.166631864726E1
   6.955000000000E-1    6.135735497425E0    1.549773036580E1    2.163346586322E1
   6.960000000000E-1    6.134941868036E0    1.546576287375E1    2.160070474178E1
   6.965000000000E-1    6.134169354618E0    1.543386560989E1    2.156803496450E1
   6.970000000000E-1    6.133417708126E0    1.540203850720E1    2.153545621532E1
   6.975000000000E-1    6.132686681727E0    1.537028149838E1    2.150296818010E1
   6.980000000000E-1    6.131976031044E0    1.533859451608E1    2.147057054712E1
   6.985000000000E-1    6.131285513874E0    1.530697749272E1    2.143826300660E1
   6.990000000000E-1    6.130614890385E0    1.527543036066E1    2.140604525104E1
   6.995000000000E-1    6.129963922934E0    1.524395305205E1    2.137391697498E1
   7.000000000000E-1    6.129332376142E0    1.521254549886E1    2.134187787500E1
   7.005000000000E-1    6.128720016811E0    1.518120763307E1    2.130992764988E1
   7.010000000000E-1    6.128126613889E0    1.514993938626E1    2.127806600015E1
   7.015000000000E-1    6.127551938578E0    1.511874069004E1    2.124629262862E1
   7.020000000000E-1    6.126995764102E0    1.508761147587E1    2.121460723998E1
   7.025000000000E-1    6.126457865897E0    1.505655167495E1    2.118300954084E1
   7.030000000000E-1    6.125938021372E0    1.502556121869E1    2.115149924006E1
   7.035000000000E-1    6.125436010141E0    1.499464003774E1    2.112007604788E1
   7.040000000000E-1    6.124951613727E0    1.496378806316E1    2.108873967689E1
   7.045000000000E-1    6.124484615828E0    1.493300522562E1    2.105748984145E1
   7.050000000000E-1    6.124034802028E0    1.490229145573E1    2.102632625776E1
   7.055000000000E-1    6.123601959949E0    1.487164668395E1    2.099524864390E1
   7.060000000000E-1    6.123185879148E0    1.484107084054E1    2.096425671969E1
   7.065000000000E-1    6.122786351168E0    1.481056385582E1    2.093335020699E1
   7.070000000000E-1    6.122403169439E0    1.478012565973E1    2.090252882917E1
   7.075000000000E-1    6.122036129311E0    1.474975618236E1    2.087179231168E1
   7.080000000000E-1    6.121685027994E0    1.471945535334E1    2.084114038133E1
   7.085000000000E-1    6.121349664620E0    1.468922310251E1    2.081057276713E1
   7.090000000000E-1    6.121029840141E0    1.465905935933E1    2.078008919947E1
   7.095000000000E-1    6.120725357266E0    1.462896405330E1    2.074968941056E1
   7.100000000000E-1    6.120436020655E0    1.459893711369E1    2.071937313434E1
   7.105000000000E-1    6.120161636603E0    1.456897846962E1    2.068914010623E1
   7.110000000000E-1    6.119902013359E0    1.453908805037E1    2.065899006373E1
   7.115000000000E-1    6.119656960770E0    1.450926578470E1    2.062892274547E1
   7.120000000000E-1    6.119426290454E0    1.447951160157E1    2.059893789202E1
   7.125000000000E-1    6.119209815819E0    1.444982542961E1    2.056903524543E1
   7.130000000000E-1    6.119007351898E0    1.442020719754E1    2.053921454944E1
   7.135000000000E-1    6.118818715469E0    1.439065683383E1    2.050947554930E1
   7.140000000000E-1    6.118643724916E0    1.436117426685E1    2.047981799177E1
   7.145000000000E-1    6.118482200338E0    1.433175942495E1    2.045024162529E1
   7.150000000000E-1    6.118333963428E0    1.430241223619E1    2.042074619962E1
   7.155000000000E-1    6.118198837521E0    1.427313262874E1    2.039133146626E1
   7.160000000000E-1    6.118076647553E0    1.424392053052E1    2.036199717807E1
   7.165000000000E-1    6.117967220049E0    1.421477586931E1    2.033274308936E1
   7.170000000000E-1    6.117870383077E0    1.418569857301E1    2.030356895609E1
   7.175000000000E-1    6.117785966288E0    1.415668856915E1    2.027447453543E1
   7.180000000000E-1    6.117713800880E0    1.412774578534E1    2.024545958622E1
   7.185000000000E-1    6.117653719555E0    1.409887014910E1    2.021652386866E1
   7.190000000000E-1    6.117605556583E0    1.407006158768E1    2.018766714427E1
   7.195000000000E-1    6.117569147576E0    1.404132002850E1    2.015888917607E1
   7.200000000000E-1    6.117544329851E0    1.401264539849E1    2.013018972834E1
   7.205000000000E-1    6.117530941980E0    1.398403762485E1    2.010156856683E1
   7.210000000000E-1    6.117528824150E0    1.395549663457E1    2.007302545872E1
   7.215000000000E-1    6.117537817857E0    1.392702235457E1    2.004456017243E1
   7.220000000000E-1    6.117557766149E0    1.389861471148E1    2.001617247763E1
   7.225000000000E-1    6.117588513408E0    1.387027363224E1    1.998786214565E1
   7.230000000000E-1    6.117629905348E0    1.384199904336E1    1.995962894871E1
   7.235000000000E-1    6.117681789217E0    1.381379087129E1    1.993147266051E1
   7.240000000000E-1    6.117744013517E0    1.378564904272E1    1.990339305623E1
   7.245000000000E-1    6.117816428181E0    1.375757348377E1    1.987538991195E1
   7.250000000000E-1    6.117898884390E0    1.372956412085E1    1.984746300524E1
   7.255000000000E-1    6.117991234754E0    1.370162088010E1    1.981961211486E1
   7.260000000000E-1    6.118093333125E0    1.367374368772E1    1.979183702085E1
   7.265000000000E-1    6.118205034725E0    1.364593246976E1    1.976413750448E1
   7.270000000000E-1    6.118326196072E0    1.361818715213E1    1.973651334820E1
   7.275000000000E-1    6.118456674843E0    1.359050766070E1    1.970896433555E1
   7.280000000000E-1    6.118596330148E0    1.356289392131E1    1.968149025146E1
   7.285000000000E-1    6.118745022184E0    1.353534585983E1    1.965409088202E1
   7.290000000000E-1    6.118902612595E0    1.350786340172E1    1.962676601431E1
   7.295000000000E-1    6.119068964078E0    1.348044647274E1    1.959951543682E1
   7.300000000000E-1    6.119243940616E0    1.345309499835E1    1.957233893896E1
